Filename,Speech
speech-librivox-0159_011.16kHz.wav,1
speech-us-gov-0230_121.16kHz.wav,1
speech-us-gov-0030_112.16kHz.wav,1
speech-us-gov-0218_058.16kHz.wav,1
speech-us-gov-0219_040.16kHz.wav,1
speech-us-gov-0244_023.16kHz.wav,1
speech-us-gov-0027_035.16kHz.wav,1
speech-us-gov-0098_123.16kHz.wav,1
speech-us-gov-0232_065.16kHz.wav,1
speech-us-gov-0235_133.16kHz.wav,1
speech-librivox-0036_061.16kHz.wav,1
speech-us-gov-0042_012.16kHz.wav,1
speech-us-gov-0136_043.16kHz.wav,1
speech-us-gov-0206_005.16kHz.wav,1
speech-librivox-0154_148.16kHz.wav,1
speech-us-gov-0012_043.16kHz.wav,1
speech-us-gov-0087_044.16kHz.wav,1
speech-librivox-0101_024.16kHz.wav,1
speech-us-gov-0239_017.16kHz.wav,1
speech-us-gov-0002_043.16kHz.wav,1
speech-us-gov-0008_069.16kHz.wav,1
speech-us-gov-0135_078.16kHz.wav,1
speech-librivox-0156_111.16kHz.wav,1
speech-us-gov-0008_146.16kHz.wav,1
speech-us-gov-0139_059.16kHz.wav,1
speech-us-gov-0086_102.16kHz.wav,1
speech-us-gov-0204_058.16kHz.wav,1
speech-librivox-0006_091.16kHz.wav,1
speech-us-gov-0011_007.16kHz.wav,1
speech-us-gov-0193_090.16kHz.wav,1
speech-us-gov-0111_038.16kHz.wav,1
speech-librivox-0156_009.16kHz.wav,1
speech-librivox-0118_081.16kHz.wav,1
speech-librivox-0142_077.16kHz.wav,1
speech-librivox-0123_015.16kHz.wav,1
speech-us-gov-0215_021.16kHz.wav,1
speech-us-gov-0188_070.16kHz.wav,1
speech-librivox-0025_060.16kHz.wav,1
speech-us-gov-0067_036.16kHz.wav,1
speech-librivox-0075_076.16kHz.wav,1
speech-librivox-0116_109.16kHz.wav,1
speech-us-gov-0156_135.16kHz.wav,1
speech-librivox-0122_009.16kHz.wav,1
speech-us-gov-0239_041.16kHz.wav,1
speech-librivox-0127_055.16kHz.wav,1
speech-us-gov-0198_041.16kHz.wav,1
speech-librivox-0159_061.16kHz.wav,1
speech-librivox-0127_085.16kHz.wav,1
speech-us-gov-0146_118.16kHz.wav,1
speech-us-gov-0231_062.16kHz.wav,1
speech-us-gov-0022_011.16kHz.wav,1
speech-us-gov-0052_006.16kHz.wav,1
speech-librivox-0033_064.16kHz.wav,1
speech-us-gov-0191_045.16kHz.wav,1
speech-librivox-0101_019.16kHz.wav,1
speech-us-gov-0228_054.16kHz.wav,1
speech-us-gov-0046_091.16kHz.wav,1
speech-librivox-0134_141.16kHz.wav,1
speech-librivox-0052_090.16kHz.wav,1
speech-us-gov-0027_141.16kHz.wav,1
speech-librivox-0052_033.16kHz.wav,1
speech-us-gov-0082_038.16kHz.wav,1
speech-us-gov-0072_030.16kHz.wav,1
speech-librivox-0157_112.16kHz.wav,1
speech-us-gov-0049_085.16kHz.wav,1
speech-us-gov-0187_129.16kHz.wav,1
speech-us-gov-0055_020.16kHz.wav,1
speech-librivox-0101_021.16kHz.wav,1
speech-us-gov-0124_083.16kHz.wav,1
speech-librivox-0000_099.16kHz.wav,1
speech-us-gov-0224_036.16kHz.wav,1
speech-us-gov-0185_062.16kHz.wav,1
speech-us-gov-0132_130.16kHz.wav,1
speech-us-gov-0044_026.16kHz.wav,1
speech-librivox-0085_127.16kHz.wav,1
speech-librivox-0160_063.16kHz.wav,1
speech-us-gov-0104_061.16kHz.wav,1
speech-librivox-0166_000.16kHz.wav,1
speech-librivox-0127_064.16kHz.wav,1
speech-us-gov-0113_116.16kHz.wav,1
speech-us-gov-0124_087.16kHz.wav,1
speech-us-gov-0206_140.16kHz.wav,1
speech-librivox-0092_028.16kHz.wav,1
speech-us-gov-0041_047.16kHz.wav,1
speech-us-gov-0174_089.16kHz.wav,1
speech-us-gov-0205_084.16kHz.wav,1
speech-librivox-0163_075.16kHz.wav,1
speech-librivox-0113_031.16kHz.wav,1
speech-us-gov-0221_058.16kHz.wav,1
speech-librivox-0045_019.16kHz.wav,1
speech-us-gov-0063_046.16kHz.wav,1
speech-us-gov-0183_084.16kHz.wav,1
speech-us-gov-0060_001.16kHz.wav,1
speech-us-gov-0049_083.16kHz.wav,1
speech-librivox-0111_054.16kHz.wav,1
speech-librivox-0160_081.16kHz.wav,1
speech-us-gov-0071_063.16kHz.wav,1
speech-us-gov-0112_117.16kHz.wav,1
speech-us-gov-0003_001.16kHz.wav,1
speech-librivox-0090_095.16kHz.wav,1
speech-us-gov-0166_022.16kHz.wav,1
speech-librivox-0038_142.16kHz.wav,1
speech-us-gov-0222_037.16kHz.wav,1
speech-us-gov-0045_122.16kHz.wav,1
speech-us-gov-0095_096.16kHz.wav,1
speech-us-gov-0053_146.16kHz.wav,1
speech-librivox-0080_055.16kHz.wav,1
speech-us-gov-0199_014.16kHz.wav,1
speech-librivox-0121_059.16kHz.wav,1
speech-librivox-0049_154.16kHz.wav,1
speech-us-gov-0006_093.16kHz.wav,1
speech-librivox-0137_111.16kHz.wav,1
speech-librivox-0122_115.16kHz.wav,1
speech-librivox-0000_000.16kHz.wav,1
speech-librivox-0136_037.16kHz.wav,1
speech-us-gov-0021_103.16kHz.wav,1
speech-librivox-0157_058.16kHz.wav,1
speech-us-gov-0118_026.16kHz.wav,1
speech-us-gov-0238_126.16kHz.wav,1
speech-us-gov-0098_141.16kHz.wav,1
speech-librivox-0162_111.16kHz.wav,1
speech-us-gov-0025_020.16kHz.wav,1
speech-us-gov-0199_139.16kHz.wav,1
speech-us-gov-0136_060.16kHz.wav,1
speech-us-gov-0215_124.16kHz.wav,1
speech-us-gov-0033_132.16kHz.wav,1
speech-us-gov-0206_044.16kHz.wav,1
speech-us-gov-0076_142.16kHz.wav,1
speech-us-gov-0026_005.16kHz.wav,1
speech-us-gov-0196_113.16kHz.wav,1
speech-us-gov-0061_001.16kHz.wav,1
speech-us-gov-0207_070.16kHz.wav,1
speech-us-gov-0237_082.16kHz.wav,1
speech-us-gov-0009_079.16kHz.wav,1
speech-us-gov-0208_094.16kHz.wav,1
speech-librivox-0088_040.16kHz.wav,1
speech-us-gov-0139_026.16kHz.wav,1
speech-us-gov-0136_112.16kHz.wav,1
speech-librivox-0063_080.16kHz.wav,1
speech-librivox-0033_060.16kHz.wav,1
speech-librivox-0116_092.16kHz.wav,1
speech-librivox-0065_026.16kHz.wav,1
speech-us-gov-0050_119.16kHz.wav,1
speech-us-gov-0081_014.16kHz.wav,1
speech-librivox-0138_012.16kHz.wav,1
speech-us-gov-0150_077.16kHz.wav,1
speech-us-gov-0247_090.16kHz.wav,1
speech-us-gov-0081_053.16kHz.wav,1
speech-librivox-0070_120.16kHz.wav,1
speech-librivox-0116_140.16kHz.wav,1
speech-us-gov-0181_122.16kHz.wav,1
speech-us-gov-0116_052.16kHz.wav,1
speech-librivox-0121_025.16kHz.wav,1
speech-us-gov-0055_126.16kHz.wav,1
speech-us-gov-0191_081.16kHz.wav,1
speech-us-gov-0056_130.16kHz.wav,1
speech-librivox-0107_115.16kHz.wav,1
speech-us-gov-0016_129.16kHz.wav,1
speech-us-gov-0207_110.16kHz.wav,1
speech-us-gov-0180_065.16kHz.wav,1
speech-us-gov-0233_062.16kHz.wav,1
speech-us-gov-0158_137.16kHz.wav,1
speech-us-gov-0232_029.16kHz.wav,1
speech-librivox-0098_079.16kHz.wav,1
speech-us-gov-0036_084.16kHz.wav,1
speech-librivox-0116_013.16kHz.wav,1
speech-us-gov-0020_048.16kHz.wav,1
speech-us-gov-0123_046.16kHz.wav,1
speech-us-gov-0156_029.16kHz.wav,1
speech-us-gov-0191_132.16kHz.wav,1
speech-librivox-0086_007.16kHz.wav,1
speech-librivox-0122_106.16kHz.wav,1
speech-us-gov-0000_025.16kHz.wav,1
speech-librivox-0049_102.16kHz.wav,1
speech-us-gov-0226_048.16kHz.wav,1
speech-librivox-0061_033.16kHz.wav,1
speech-us-gov-0218_069.16kHz.wav,1
speech-us-gov-0012_142.16kHz.wav,1
speech-us-gov-0113_028.16kHz.wav,1
speech-us-gov-0212_129.16kHz.wav,1
speech-us-gov-0226_106.16kHz.wav,1
speech-librivox-0094_037.16kHz.wav,1
speech-librivox-0081_001.16kHz.wav,1
speech-us-gov-0204_054.16kHz.wav,1
speech-librivox-0048_055.16kHz.wav,1
speech-us-gov-0165_136.16kHz.wav,1
speech-us-gov-0059_005.16kHz.wav,1
speech-us-gov-0151_022.16kHz.wav,1
speech-us-gov-0249_003.16kHz.wav,1
speech-librivox-0013_059.16kHz.wav,1
speech-us-gov-0205_120.16kHz.wav,1
speech-librivox-0006_076.16kHz.wav,1
speech-librivox-0145_096.16kHz.wav,1
speech-us-gov-0085_010.16kHz.wav,1
speech-us-gov-0071_014.16kHz.wav,1
speech-us-gov-0170_018.16kHz.wav,1
speech-us-gov-0044_011.16kHz.wav,1
speech-us-gov-0164_016.16kHz.wav,1
speech-us-gov-0122_037.16kHz.wav,1
speech-us-gov-0149_036.16kHz.wav,1
speech-us-gov-0215_057.16kHz.wav,1
speech-us-gov-0120_130.16kHz.wav,1
speech-us-gov-0200_062.16kHz.wav,1
speech-us-gov-0219_143.16kHz.wav,1
speech-us-gov-0228_069.16kHz.wav,1
speech-us-gov-0202_090.16kHz.wav,1
speech-librivox-0015_108.16kHz.wav,1
speech-us-gov-0233_032.16kHz.wav,1
speech-librivox-0143_105.16kHz.wav,1
speech-us-gov-0049_027.16kHz.wav,1
speech-us-gov-0055_047.16kHz.wav,1
speech-us-gov-0247_103.16kHz.wav,1
speech-us-gov-0080_148.16kHz.wav,1
speech-librivox-0147_005.16kHz.wav,1
speech-librivox-0051_075.16kHz.wav,1
speech-us-gov-0226_103.16kHz.wav,1
speech-librivox-0134_170.16kHz.wav,1
speech-librivox-0096_042.16kHz.wav,1
speech-librivox-0164_128.16kHz.wav,1
speech-us-gov-0013_018.16kHz.wav,1
speech-us-gov-0086_062.16kHz.wav,1
speech-us-gov-0093_088.16kHz.wav,1
speech-us-gov-0249_135.16kHz.wav,1
speech-us-gov-0205_035.16kHz.wav,1
speech-librivox-0011_100.16kHz.wav,1
speech-us-gov-0186_128.16kHz.wav,1
speech-us-gov-0075_053.16kHz.wav,1
speech-us-gov-0237_075.16kHz.wav,1
speech-librivox-0099_080.16kHz.wav,1
speech-librivox-0045_043.16kHz.wav,1
speech-us-gov-0042_129.16kHz.wav,1
speech-librivox-0170_169.16kHz.wav,1
speech-us-gov-0115_107.16kHz.wav,1
speech-us-gov-0092_138.16kHz.wav,1
speech-us-gov-0251_035.16kHz.wav,1
speech-us-gov-0167_003.16kHz.wav,1
speech-librivox-0116_142.16kHz.wav,1
speech-librivox-0093_002.16kHz.wav,1
speech-us-gov-0032_008.16kHz.wav,1
speech-us-gov-0184_118.16kHz.wav,1
speech-us-gov-0205_141.16kHz.wav,1
speech-us-gov-0037_059.16kHz.wav,1
speech-us-gov-0248_143.16kHz.wav,1
speech-us-gov-0110_105.16kHz.wav,1
speech-us-gov-0033_087.16kHz.wav,1
speech-us-gov-0245_045.16kHz.wav,1
speech-us-gov-0030_149.16kHz.wav,1
speech-librivox-0017_074.16kHz.wav,1
speech-us-gov-0112_030.16kHz.wav,1
speech-librivox-0157_086.16kHz.wav,1
speech-librivox-0000_102.16kHz.wav,1
speech-librivox-0122_127.16kHz.wav,1
speech-librivox-0113_008.16kHz.wav,1
speech-us-gov-0087_097.16kHz.wav,1
speech-librivox-0121_027.16kHz.wav,1
speech-us-gov-0023_073.16kHz.wav,1
speech-librivox-0155_046.16kHz.wav,1
speech-us-gov-0088_115.16kHz.wav,1
speech-librivox-0066_046.16kHz.wav,1
speech-us-gov-0237_102.16kHz.wav,1
speech-us-gov-0021_120.16kHz.wav,1
speech-us-gov-0003_020.16kHz.wav,1
speech-us-gov-0085_147.16kHz.wav,1
speech-us-gov-0179_092.16kHz.wav,1
speech-us-gov-0163_025.16kHz.wav,1
speech-us-gov-0224_134.16kHz.wav,1
speech-librivox-0073_028.16kHz.wav,1
speech-us-gov-0207_001.16kHz.wav,1
speech-us-gov-0120_068.16kHz.wav,1
speech-us-gov-0073_052.16kHz.wav,1
speech-librivox-0019_115.16kHz.wav,1
speech-librivox-0134_130.16kHz.wav,1
speech-librivox-0015_109.16kHz.wav,1
speech-librivox-0090_034.16kHz.wav,1
speech-us-gov-0233_069.16kHz.wav,1
speech-us-gov-0199_021.16kHz.wav,1
speech-us-gov-0017_135.16kHz.wav,1
speech-us-gov-0246_083.16kHz.wav,1
speech-librivox-0037_103.16kHz.wav,1
speech-librivox-0166_157.16kHz.wav,1
speech-us-gov-0162_009.16kHz.wav,1
speech-librivox-0022_080.16kHz.wav,1
speech-librivox-0054_040.16kHz.wav,1
speech-us-gov-0102_085.16kHz.wav,1
speech-us-gov-0225_083.16kHz.wav,1
speech-us-gov-0083_033.16kHz.wav,1
speech-librivox-0137_079.16kHz.wav,1
speech-us-gov-0011_022.16kHz.wav,1
speech-us-gov-0214_048.16kHz.wav,1
speech-us-gov-0089_138.16kHz.wav,1
speech-us-gov-0139_118.16kHz.wav,1
speech-us-gov-0085_125.16kHz.wav,1
speech-us-gov-0127_086.16kHz.wav,1
speech-us-gov-0186_064.16kHz.wav,1
speech-us-gov-0069_046.16kHz.wav,1
speech-us-gov-0177_096.16kHz.wav,1
speech-us-gov-0056_149.16kHz.wav,1
speech-librivox-0023_083.16kHz.wav,1
speech-us-gov-0224_088.16kHz.wav,1
speech-us-gov-0038_023.16kHz.wav,1
speech-librivox-0036_021.16kHz.wav,1
speech-librivox-0063_000.16kHz.wav,1
speech-us-gov-0011_017.16kHz.wav,1
speech-us-gov-0208_109.16kHz.wav,1
speech-librivox-0107_024.16kHz.wav,1
speech-us-gov-0127_089.16kHz.wav,1
speech-us-gov-0001_095.16kHz.wav,1
speech-librivox-0169_069.16kHz.wav,1
speech-us-gov-0163_093.16kHz.wav,1
speech-librivox-0014_057.16kHz.wav,1
speech-us-gov-0000_080.16kHz.wav,1
speech-librivox-0088_052.16kHz.wav,1
speech-us-gov-0139_109.16kHz.wav,1
speech-us-gov-0081_131.16kHz.wav,1
speech-us-gov-0097_109.16kHz.wav,1
speech-us-gov-0035_095.16kHz.wav,1
speech-us-gov-0136_029.16kHz.wav,1
speech-us-gov-0193_061.16kHz.wav,1
speech-us-gov-0227_072.16kHz.wav,1
speech-librivox-0163_022.16kHz.wav,1
speech-librivox-0165_132.16kHz.wav,1
speech-us-gov-0076_058.16kHz.wav,1
speech-us-gov-0145_085.16kHz.wav,1
speech-us-gov-0042_143.16kHz.wav,1
speech-librivox-0008_050.16kHz.wav,1
speech-us-gov-0225_116.16kHz.wav,1
speech-us-gov-0001_038.16kHz.wav,1
speech-us-gov-0056_090.16kHz.wav,1
speech-librivox-0133_080.16kHz.wav,1
speech-librivox-0108_019.16kHz.wav,1
speech-librivox-0053_031.16kHz.wav,1
speech-us-gov-0182_026.16kHz.wav,1
speech-us-gov-0251_093.16kHz.wav,1
speech-librivox-0081_022.16kHz.wav,1
speech-us-gov-0050_057.16kHz.wav,1
speech-us-gov-0119_087.16kHz.wav,1
speech-librivox-0103_017.16kHz.wav,1
speech-us-gov-0203_129.16kHz.wav,1
speech-librivox-0045_054.16kHz.wav,1
speech-librivox-0029_087.16kHz.wav,1
speech-librivox-0116_029.16kHz.wav,1
speech-us-gov-0042_040.16kHz.wav,1
speech-librivox-0021_027.16kHz.wav,1
speech-us-gov-0031_019.16kHz.wav,1
speech-us-gov-0206_148.16kHz.wav,1
speech-us-gov-0090_057.16kHz.wav,1
speech-us-gov-0161_121.16kHz.wav,1
speech-us-gov-0187_093.16kHz.wav,1
speech-us-gov-0221_067.16kHz.wav,1
speech-us-gov-0126_069.16kHz.wav,1
speech-us-gov-0234_127.16kHz.wav,1
speech-us-gov-0204_091.16kHz.wav,1
speech-us-gov-0128_129.16kHz.wav,1
speech-librivox-0019_134.16kHz.wav,1
speech-us-gov-0173_073.16kHz.wav,1
speech-librivox-0091_006.16kHz.wav,1
speech-us-gov-0131_078.16kHz.wav,1
speech-us-gov-0223_054.16kHz.wav,1
speech-librivox-0036_057.16kHz.wav,1
speech-librivox-0171_019.16kHz.wav,1
speech-us-gov-0112_082.16kHz.wav,1
speech-us-gov-0198_109.16kHz.wav,1
speech-us-gov-0120_080.16kHz.wav,1
speech-librivox-0112_042.16kHz.wav,1
speech-us-gov-0187_124.16kHz.wav,1
speech-librivox-0092_051.16kHz.wav,1
speech-us-gov-0155_019.16kHz.wav,1
speech-us-gov-0166_082.16kHz.wav,1
speech-librivox-0040_065.16kHz.wav,1
speech-us-gov-0009_123.16kHz.wav,1
speech-librivox-0116_175.16kHz.wav,1
speech-us-gov-0225_013.16kHz.wav,1
speech-us-gov-0133_053.16kHz.wav,1
speech-us-gov-0090_032.16kHz.wav,1
speech-librivox-0097_007.16kHz.wav,1
speech-us-gov-0010_123.16kHz.wav,1
speech-librivox-0093_058.16kHz.wav,1
speech-librivox-0049_158.16kHz.wav,1
speech-librivox-0166_069.16kHz.wav,1
speech-us-gov-0065_124.16kHz.wav,1
speech-us-gov-0069_082.16kHz.wav,1
speech-us-gov-0107_088.16kHz.wav,1
speech-us-gov-0008_001.16kHz.wav,1
speech-librivox-0017_059.16kHz.wav,1
speech-us-gov-0021_022.16kHz.wav,1
speech-us-gov-0128_003.16kHz.wav,1
speech-us-gov-0030_044.16kHz.wav,1
speech-us-gov-0010_020.16kHz.wav,1
speech-us-gov-0234_010.16kHz.wav,1
speech-us-gov-0123_140.16kHz.wav,1
speech-us-gov-0052_073.16kHz.wav,1
speech-us-gov-0221_023.16kHz.wav,1
speech-us-gov-0055_062.16kHz.wav,1
speech-us-gov-0161_094.16kHz.wav,1
speech-us-gov-0242_009.16kHz.wav,1
speech-us-gov-0063_089.16kHz.wav,1
speech-us-gov-0228_123.16kHz.wav,1
speech-librivox-0036_003.16kHz.wav,1
speech-us-gov-0042_045.16kHz.wav,1
speech-us-gov-0122_056.16kHz.wav,1
speech-us-gov-0186_061.16kHz.wav,1
speech-librivox-0059_050.16kHz.wav,1
speech-us-gov-0040_140.16kHz.wav,1
speech-us-gov-0072_111.16kHz.wav,1
speech-us-gov-0145_047.16kHz.wav,1
speech-us-gov-0105_114.16kHz.wav,1
speech-us-gov-0124_147.16kHz.wav,1
speech-librivox-0016_130.16kHz.wav,1
speech-librivox-0162_128.16kHz.wav,1
speech-us-gov-0119_007.16kHz.wav,1
speech-us-gov-0028_119.16kHz.wav,1
speech-us-gov-0102_106.16kHz.wav,1
speech-librivox-0063_017.16kHz.wav,1
speech-us-gov-0064_132.16kHz.wav,1
speech-us-gov-0021_029.16kHz.wav,1
speech-us-gov-0157_133.16kHz.wav,1
speech-us-gov-0050_053.16kHz.wav,1
speech-librivox-0070_043.16kHz.wav,1
speech-us-gov-0144_060.16kHz.wav,1
speech-us-gov-0053_074.16kHz.wav,1
speech-librivox-0062_023.16kHz.wav,1
speech-us-gov-0103_045.16kHz.wav,1
speech-us-gov-0047_035.16kHz.wav,1
speech-librivox-0011_026.16kHz.wav,1
speech-us-gov-0142_042.16kHz.wav,1
speech-librivox-0058_087.16kHz.wav,1
speech-us-gov-0216_043.16kHz.wav,1
speech-librivox-0105_032.16kHz.wav,1
speech-us-gov-0192_046.16kHz.wav,1
speech-us-gov-0046_083.16kHz.wav,1
speech-us-gov-0100_066.16kHz.wav,1
speech-us-gov-0076_062.16kHz.wav,1
speech-us-gov-0120_113.16kHz.wav,1
speech-librivox-0160_148.16kHz.wav,1
speech-librivox-0061_137.16kHz.wav,1
speech-librivox-0125_034.16kHz.wav,1
speech-us-gov-0043_006.16kHz.wav,1
speech-us-gov-0177_068.16kHz.wav,1
speech-librivox-0022_090.16kHz.wav,1
speech-us-gov-0044_066.16kHz.wav,1
speech-us-gov-0169_081.16kHz.wav,1
speech-us-gov-0064_062.16kHz.wav,1
speech-librivox-0013_065.16kHz.wav,1
speech-us-gov-0153_077.16kHz.wav,1
speech-librivox-0038_020.16kHz.wav,1
speech-librivox-0014_106.16kHz.wav,1
speech-us-gov-0008_003.16kHz.wav,1
speech-us-gov-0217_142.16kHz.wav,1
speech-librivox-0118_001.16kHz.wav,1
speech-librivox-0018_015.16kHz.wav,1
speech-us-gov-0236_138.16kHz.wav,1
speech-us-gov-0212_084.16kHz.wav,1
speech-us-gov-0167_123.16kHz.wav,1
speech-us-gov-0095_104.16kHz.wav,1
speech-us-gov-0223_066.16kHz.wav,1
